,conference,year,title,id,authors,tags,notes
699,sigsoft/fse,2018,Automated refactoring of nested-IF formulae in spreadsheets.,conf/sigsoft/ZhangHHZZ18,"Jie Zhang, Shi Han, Dan Hao, Lu Zhang, Dongmei Zhang",End User Programming and Financial Applications,
700,sigsoft/fse,2018,FACTS: automated black-box testing of FinTech systems.,conf/sigsoft/WangGXXNDHX18,"Qingshun Wang, Lintao Gu, Minhui Xue, Lihua Xu, Wenyu Niu, Liang Dou, Liang He, Tao Xie",End User Programming and Financial Applications,
701,sigsoft/fse,2018,Regression test selection for TizenRT.,conf/sigsoft/CelikLG18,"Ahmet Çelik, Young-Chul Lee, Milos Gligoric",Test Automation,
702,sigsoft/fse,2018,Building lean continuous integration and delivery pipelines by applying DevOps principles: a case study at Varidesk.,conf/sigsoft/DebroyMB18,"Vidroha Debroy, Senecca Miller, Lance Brimble",Test Automation,
703,sigsoft/fse,2018,"The impact of failing, flaky, and high failure tests on the number of crash reports associated with Firefox builds.",conf/sigsoft/RahmanR18,"Md Tajmilur Rahman, Peter C. Rigby",Test Automation,
704,sigsoft/fse,2018,BigSift: automated debugging of big data analytics in data-intensive scalable computing.,conf/sigsoft/GulzarWK18,"Muhammad Ali Gulzar, Siman Wang, Miryung Kim",Testing,
705,sigsoft/fse,2018,"FOT: a versatile, configurable, extensible fuzzing framework.",conf/sigsoft/ChenLCXL18,"Hongxu Chen, Yuekang Li, Bihuan Chen, Yinxing Xue, Yang Liu",Testing,
706,sigsoft/fse,2018,Themis: automatically testing software for discrimination.,conf/sigsoft/AngellJBM18,"Rico Angell, Brittany Johnson, Yuriy Brun, Alexandra Meliou",Testing,
707,sigsoft/fse,2018,Vista: web test repair using computer vision.,conf/sigsoft/StoccoYM18a,"Andrea Stocco, Rahulkrishna Yandrapally, Ali Mesbah",Testing,
708,sigsoft/fse,2018,Augmenting stack overflow with API usage patterns mined from GitHub.,conf/sigsoft/Reinhardt0MK18,"Anastasia Reinhardt, Tianyi Zhang, Mihir Mathur, Miryung Kim",Bugs,
709,sigsoft/fse,2018,PowerStation: automatically detecting and fixing inefficiencies of database-backed web applications in IDE.,conf/sigsoft/YangYSLC18,"Junwen Yang, Cong Yan, Pranav Subramaniam, Shan Lu, Alvin Cheung",Bugs,
710,sigsoft/fse,2018,SketchFix: a tool for automated program repair approach using lazy candidate generation.,conf/sigsoft/HuaZWK18,"Jinru Hua, Mengshi Zhang, Kaiyuan Wang, Sarfraz Khurshid",Bugs,
711,sigsoft/fse,2018,WarningsGuru: integrating statistical bug models with static analysis to provide timely and specific bug warnings.,conf/sigsoft/QuerelR18,"Louis-Philippe Querel, Peter C. Rigby",Bugs,
712,sigsoft/fse,2018,DSM: a specification mining tool using recurrent neural network based language model.,conf/sigsoft/LeB018,"Tien-Duy B. Le, Lingfeng Bao, David Lo",Mining,
713,sigsoft/fse,2018,EClone: detect semantic clones in Ethereum via symbolic transaction sketch.,conf/sigsoft/LiuYLJZS18,"Han Liu, Zhiqiang Yang, Chao Liu, Yu Jiang, Wenqi Zhao, Jiaguang Sun",Mining,
714,sigsoft/fse,2018,INFAR: insight extraction from app reviews.,conf/sigsoft/GaoZ0LLK18,"Cuiyun Gao, Jichuan Zeng, David Lo, Chin-Yew Lin, Michael R. Lyu, Irwin King",Mining,
715,sigsoft/fse,2018,PyDriller: Python framework for mining software repositories.,conf/sigsoft/SpadiniAB18,"Davide Spadini, Maurício Finavaro Aniche, Alberto Bacchelli",Mining,
716,sigsoft/fse,2018,A formal verification tool for Ethereum VM bytecode.,conf/sigsoft/0001ZSDR18,"Daejun Park, Yi Zhang, Manasvi Saxena, Philip Daian, Grigore Rosu",Models,
717,sigsoft/fse,2018,ASketch: a sketching framework for Alloy.,conf/sigsoft/WangSMK18,"Kaiyuan Wang, Allison Sullivan, Darko Marinov, Sarfraz Khurshid",Models,
718,sigsoft/fse,2018,AlloyInEcore: embedding of first-order relational logic into meta-object facility for automated model reasoning.,conf/sigsoft/ErataGKT18,"Ferhat Erata, Arda Goknil, Ivan Kurtev, Bedir Tekinerdogan",Models,
719,sigsoft/fse,2018,VT-revolution: interactive programming tutorials made possible.,conf/sigsoft/BaoXX0L18,"Lingfeng Bao, Zhenchang Xing, Xin Xia, David Lo, Shanping Li",Models,
720,sigsoft/fse,2018,Practices and tools for better software testing.,conf/sigsoft/Spadini18,Davide Spadini,,Doctorial Symposium
721,sigsoft/fse,2018,Automated support for mobile application testing and maintenance.,conf/sigsoft/Fazzini18,Mattia Fazzini,,Doctorial Symposium
722,sigsoft/fse,2018,Moving towards objective measures of program comprehension.,conf/sigsoft/Fakhoury18,Sarah Fakhoury,,Doctorial Symposium
723,sigsoft/fse,2018,Semantic inference from natural language privacy policies and Android code.,conf/sigsoft/Hosseini18,Mitra Bokaei Hosseini,,Doctorial Symposium
724,sigsoft/fse,2018,Intelligent bug fixing with software bug knowledge graph.,conf/sigsoft/Zhou18,Cheng Zhou,,Doctorial Symposium
725,sigsoft/fse,2018,Quality assurance automation in autonomous systems.,conf/sigsoft/Afzal18,Afsoon Afzal,,Doctorial Symposium
726,sigsoft/fse,2018,"How do developers resolve merge conflicts? an investigation into the processes, tools, and improvements.",conf/sigsoft/Brindescu18,Caius Brindescu,,Doctorial Symposium
727,sigsoft/fse,2018,Automated scenario-based integration testing of distributed systems.,conf/sigsoft/Lima18,Bruno Lima,,Student Research Competition
728,sigsoft/fse,2018,Towards learning-augmented languages.,conf/sigsoft/Sun18,Xinyuan Sun,,Student Research Competition
729,sigsoft/fse,2018,On the adoption of neural networks in modeling software reliability.,conf/sigsoft/Gusmanov18,Kamill Gusmanov,,Student Research Competition
730,sigsoft/fse,2018,Type migration in large-scale code bases.,conf/sigsoft/Ketkar18,Ameya Ketkar,,Student Research Competition
731,sigsoft/fse,2018,Reshaping distributed agile and adaptive development environment.,conf/sigsoft/Nocera18,Francesco Nocera,,Student Research Competition
732,sigsoft/fse,2018,How Dance(Sport) can help to produce better software.,conf/sigsoft/Erofeeva18,Irina Erofeeva,,Student Research Competition
733,sigsoft/fse,2018,Feature-interaction aware configuration prioritization.,conf/sigsoft/Nguyen18,Son Nguyen,,Student Research Competition
734,sigsoft/fse,2018,Dara: hybrid model checking of distributed systems.,conf/sigsoft/Anand18,Vaastav Anand,,Student Research Competition
735,sigsoft/fse,2018,Bugs in the wild: examining the effectiveness of static analyzers at finding real-world bugs.,conf/sigsoft/Tomassi18,David A. Tomassi,,Student Research Competition
736,sigsoft/fse,2018,Mining error-handling specifications for systems software.,conf/sigsoft/DeFreez18,Daniel DeFreez,,Student Research Competition
737,sigsoft/fse,2018,Diversity and decorum in open source communities.,conf/sigsoft/Robson18,Neill Robson,,Student Research Competition
738,sigsoft/fse,2019,Living with feature interactions (keynote).,conf/sigsoft/Atlee19,Joanne M. Atlee,,Keynotes
739,sigsoft/fse,2019,Safety and robustness for deep learning with provable guarantees (keynote).,conf/sigsoft/Kwiatkowska19,Marta Kwiatkowska,,Keynotes
740,sigsoft/fse,2019,Insights from open source software supply chains (keynote).,conf/sigsoft/Mockus19,Audris Mockus,,Keynotes
741,sigsoft/fse,2019,Concolic testing for models of state-based systems.,conf/sigsoft/AhmadiD19,"Reza Ahmadi, Juergen Dingel",,Main Research
742,sigsoft/fse,2019,Target-driven compositional concolic testing with function summary refinement for effective bug detection.,conf/sigsoft/KimHK19,"Yunho Kim, Shin Hong, Moonzoo Kim",,Main Research
743,sigsoft/fse,2019,Generating automated and online test oracles for Simulink models with continuous and uncertain behaviors.,conf/sigsoft/MenghiNGB19,"Claudio Menghi, Shiva Nejati, Khouloud Gaaloul, Lionel C. Briand",,Main Research
744,sigsoft/fse,2019,Lifting Datalog-based analyses to software product lines.,conf/sigsoft/ShahinCS19,"Ramy Shahin, Marsha Chechik, Rick Salay",,Main Research
745,sigsoft/fse,2019,An empirical study of real-world variability bugs detected by variability-oblivious tools.,conf/sigsoft/MordahlOKWG19,"Austin Mordahl, Jeho Oh, Ugur Koc, Shiyi Wei, Paul Gazzillo",,Main Research
746,sigsoft/fse,2019,Principles of feature modeling.,conf/sigsoft/NesicKSB19,"Damir Nesic, Jacob Krüger, Stefan Stanciulescu, Thorsten Berger",,Main Research
747,sigsoft/fse,2019,Understanding GCC builtins to develop better tools.,conf/sigsoft/RiggerMAM19,"Manuel Rigger, Stefan Marr, Bram Adams, Hanspeter Mössenböck",,Main Research
748,sigsoft/fse,2019,Assessing the quality of the steps to reproduce in bug reports.,conf/sigsoft/ChaparroBLMMPPN19,"Oscar Chaparro, Carlos Bernal-Cárdenas, Jing Lu, Kevin Moran, Andrian Marcus, Massimiliano Di Penta, Denys Poshyvanyk, Vincent Ng",,Main Research
749,sigsoft/fse,2019,A learning-based approach for automatic construction of domain glossary from source code and documentation.,conf/sigsoft/Wang0LXBXW19,"Chong Wang, Xin Peng, Mingwei Liu, Zhenchang Xing, Xuefang Bai, Bing Xie, Tuo Wang",,Main Research
750,sigsoft/fse,2019,On using machine learning to identify knowledge in API reference documentation.,conf/sigsoft/FucciMM19,"Davide Fucci, Alireza Mollaalizadehbahnemiri, Walid Maalej",,Main Research
751,sigsoft/fse,2019,Generating query-specific class API summaries.,conf/sigsoft/Liu0MXXXL19,"Mingwei Liu, Xin Peng, Andrian Marcus, Zhenchang Xing, Wenkai Xie, Shuangshuang Xing, Yang Liu",,Main Research
752,sigsoft/fse,2019,Semantic relation based expansion of abbreviations.,conf/sigsoft/JiangLZ19,"Yanjie Jiang, Hui Liu, Lu Zhang",,Main Research
753,sigsoft/fse,2019,Diversity-based web test generation.,conf/sigsoft/Biagiola0RT19,"Matteo Biagiola, Andrea Stocco, Filippo Ricca, Paolo Tonella",,Main Research
754,sigsoft/fse,2019,Web test dependency detection.,conf/sigsoft/Biagiola00RT19,"Matteo Biagiola, Andrea Stocco, Ali Mesbah, Filippo Ricca, Paolo Tonella",,Main Research
755,sigsoft/fse,2019,Testing scratch programs automatically.,conf/sigsoft/StahlbauerKF19,"Andreas Stahlbauer, Marvin Kreis, Gordon Fraser",,Main Research
756,sigsoft/fse,2019,A large-scale empirical study of compiler errors in continuous integration.,conf/sigsoft/Zhang0C0Z19,"Chen Zhang, Bihuan Chen, Linlin Chen, Xin Peng, Wenyun Zhao",,Main Research
757,sigsoft/fse,2019,A statistics-based performance testing methodology for cloud applications.,conf/sigsoft/HeMS0PS19,"Sen He, Glenna Manns, John Saunders, Wei Wang, Lori L. Pollock, Mary Lou Soffa",,Main Research
758,sigsoft/fse,2019,How bad can a bug get? an empirical analysis of software failures in the OpenStack cloud computing platform.,conf/sigsoft/CotroneoSLNB19,"Domenico Cotroneo, Luigi De Simone, Pietro Liguori, Roberto Natella, Nematollah Bidokhti",,Main Research
759,sigsoft/fse,2019,Towards more efficient meta-heuristic algorithms for combinatorial test generation.,conf/sigsoft/LinCLLZ19,"Jinkun Lin, Shaowei Cai, Chuan Luo, Qingwei Lin, Hongyu Zhang",,Main Research
760,sigsoft/fse,2019,Compiler bug isolation via effective witness test program generation.,conf/sigsoft/0003HSZHZ19,"Junjie Chen, Jiaqi Han, Peiyi Sun, Lingming Zhang, Dan Hao, Lu Zhang",,Main Research
761,sigsoft/fse,2019,Concolic testing with adaptively changing search heuristics.,conf/sigsoft/ChaO19,"Sooyoung Cha, Hakjoo Oh",,Main Research
762,sigsoft/fse,2019,Symbolic execution-driven extraction of the parallel execution plans of Spark applications.,conf/sigsoft/BaresiDQ19,"Luciano Baresi, Giovanni Denaro, Giovanni Quattrocchi",,Main Research
763,sigsoft/fse,2019,Generating effective test cases for self-driving cars from police reports.,conf/sigsoft/GambiHF19,"Alessio Gambi, Tri Huynh, Gordon Fraser",,Main Research
764,sigsoft/fse,2019,Preference-wise testing for Android applications.,conf/sigsoft/LuPZ0L19,"Yifei Lu, Minxue Pan, Juan Zhai, Tian Zhang, Xuandong Li",,Main Research
765,sigsoft/fse,2019,Bisecting commits and modeling commit risk during testing.,conf/sigsoft/NajafiRS19,"Armin Najafi, Peter C. Rigby, Weiyi Shang",,Main Research
766,sigsoft/fse,2019,White-box testing of big data analytics with complex user-defined functions.,conf/sigsoft/GulzarMMK19,"Muhammad Ali Gulzar, Shaghayegh Mardani, Madanlal Musuvathi, Miryung Kim",,Main Research
767,sigsoft/fse,2019,"Empirical review of Java program repair tools: a large-scale experiment on 2, 141 bugs and 23, 551 repair attempts.",conf/sigsoft/DurieuxDMA19,"Thomas Durieux, Fernanda Madeiral, Matias Martinez, Rui Abreu",,Main Research
768,sigsoft/fse,2019,iFixR: bug report driven program repair.,conf/sigsoft/KoyuncuLB0MKT19,"Anil Koyuncu, Kui Liu, Tegawendé F. Bissyandé, Dongsun Kim, Martin Monperrus, Jacques Klein, Yves Le Traon",,Main Research
769,sigsoft/fse,2019,Exploring and exploiting the correlations between bug-inducing and bug-fixing commits.,conf/sigsoft/WenWLTXCS19,"Ming Wen, Rongxin Wu, Yepang Liu, Yongqiang Tian, Xuan Xie, Shing-Chi Cheung, Zhendong Su",,Main Research
770,sigsoft/fse,2019,Effects of explicit feature traceability on program comprehension.,conf/sigsoft/KrugerCBLS19,"Jacob Krüger, Gül Çalikli, Thorsten Berger, Thomas Leich, Gunter Saake",,Main Research
771,sigsoft/fse,2019,What the fork: a study of inefficient and efficient forking practices in social coding.,conf/sigsoft/ZhouVK19,"Shurui Zhou, Bogdan Vasilescu, Christian Kästner",,Main Research
772,sigsoft/fse,2019,ServDroid: detecting service usage inefficiencies in Android applications.,conf/sigsoft/SongZH19,"Wei Song, Jing Zhang, Jeff Huang",,Main Research
773,sigsoft/fse,2019,Together strong: cooperative Android app analysis.,conf/sigsoft/PauckW19,"Felix Pauck, Heike Wehrheim",,Main Research
774,sigsoft/fse,2019,A framework for writing trigger-action todo comments in executable format.,conf/sigsoft/NieRLKMG19,"Pengyu Nie, Rishabh Rai, Junyi Jessy Li, Sarfraz Khurshid, Raymond J. Mooney, Milos Gligoric",,Main Research
775,sigsoft/fse,2019,Decomposing the rationale of code commits: the software developer's perspective.,conf/sigsoft/SafwanS19,"Khadijah Al Safwan, Francisco Servant",,Main Research
776,sigsoft/fse,2019,Model-based testing of breaking changes in Node.js libraries.,conf/sigsoft/MollerT19,"Anders Møller, Martin Toldam Torp",,Main Research
777,sigsoft/fse,2019,Monitoring-aware IDEs.,conf/sigsoft/WinterACD19,"Jos Winter, Maurício Finavaro Aniche, Jürgen Cito, Arie van Deursen",,Main Research
778,sigsoft/fse,2019,Going big: a large-scale study on what big data developers ask.,conf/sigsoft/BagherzadehK19,"Mehdi Bagherzadeh, Raffi Khatchadourian",,Main Research
779,sigsoft/fse,2019,Why aren't regular expressions a lingua franca? an empirical study on the re-use and portability of regular expressions.,conf/sigsoft/DavisMCSL19,"James C. Davis, Louis G. Michael IV, Christy A. Coghlan, Francisco Servant, Dongyoon Lee",,Main Research
780,sigsoft/fse,2019,Nodest: feedback-driven static analysis of Node.js applications.,conf/sigsoft/NielsenHG19,"Benjamin Barslev Nielsen, Behnaz Hassanshahi, François Gauthier",,Main Research
781,sigsoft/fse,2019,Effective error-specification inference via domain-knowledge expansion.,conf/sigsoft/DeFreezBRT19,"Daniel DeFreez, Haaken Martinson Baldwin, Cindy Rubio-González, Aditya V. Thakur",,Main Research
782,sigsoft/fse,2019,DeepStellar: model-based quantitative analysis of stateful deep learning systems.,conf/sigsoft/DuXLM0Z19,"Xiaoning Du, Xiaofei Xie, Yi Li, Lei Ma, Yang Liu, Jianjun Zhao",,Main Research
783,sigsoft/fse,2019,REINAM: reinforcement learning for input-grammar inference.,conf/sigsoft/WuJYBSPX19,"Zhengkai Wu, Evan Johnson, Wei Yang, Osbert Bastani, Dawn Song, Jian Peng, Tao Xie",,Main Research
784,sigsoft/fse,2019,Boosting operational DNN testing efficiency through conditioning.,conf/sigsoft/LiM0CX019,"Zenan Li, Xiaoxing Ma, Chang Xu, Chun Cao, Jingwei Xu, Jian Lü",,Main Research
785,sigsoft/fse,2019,A comprehensive study on deep learning bug characteristics.,conf/sigsoft/IslamNPR19,"Md Johirul Islam, Giang Nguyen, Rangeet Pan, Hridesh Rajan",,Main Research
786,sigsoft/fse,2019,Just fuzz it: solving floating-point constraints using coverage-guided fuzzing.,conf/sigsoft/LiewCDS19,"Daniel Liew, Cristian Cadar, Alastair F. Donaldson, J. Ryan Stinnett",,Main Research
787,sigsoft/fse,2019,Cerebro: context-aware adaptive fuzzing for effective vulnerability detection.,conf/sigsoft/LiXCWZXWL19,"Yuekang Li, Yinxing Xue, Hongxu Chen, Xiuheng Wu, Cen Zhang, Xiaofei Xie, Haijun Wang, Yang Liu",,Main Research
788,sigsoft/fse,2019,iFixFlakies: a framework for automatically fixing order-dependent flaky tests.,conf/sigsoft/ShiLO0M19,"August Shi, Wing Lam, Reed Oei, Tao Xie, Darko Marinov",,Main Research
789,sigsoft/fse,2019,Binary reduction of dependency graphs.,conf/sigsoft/KalhaugeP19,"Christian Gram Kalhauge, Jens Palsberg",,Main Research
790,sigsoft/fse,2019,AggrePlay: efficient record and replay of multi-threaded programs.,conf/sigsoft/PobeeC19,"Ernest Bota Pobee, Wing Kwong Chan",,Main Research
791,sigsoft/fse,2019,The review linkage graph for code review analytics: a recovery approach and empirical study.,conf/sigsoft/HiraoMIM19,"Toshiki Hirao, Shane McIntosh, Akinori Ihara, Kenichi Matsumoto",,Main Research
792,sigsoft/fse,2019,Mitigating power side channels during compilation.,conf/sigsoft/WangSW19,"Jingbo Wang, Chungha Sung, Chao Wang",,Main Research
793,sigsoft/fse,2019,Maximal multi-layer specification synthesis.,conf/sigsoft/ChenMF19,"Yanju Chen, Ruben Martins, Yu Feng",,Main Research
794,sigsoft/fse,2019,Phoenix: automated data-driven synthesis of repairs for static analysis violations.,conf/sigsoft/BavishiYP19,"Rohan Bavishi, Hiroaki Yoshida, Mukul R. Prasad",,Main Research
795,sigsoft/fse,2019,Black box fairness testing of machine learning models.,conf/sigsoft/AggarwalLNDS19,"Aniya Aggarwal, Pranay Lohia, Seema Nagar, Kuntal Dey, Diptikalyan Saha",,Main Research
796,sigsoft/fse,2019,Java reflection API: revealing the dark side of the mirror.,conf/sigsoft/PontesGSGR19,"Felipe Pontes, Rohit Gheyi, Sabrina Souto, Alessandro Garcia, Márcio Ribeiro",,Main Research
797,sigsoft/fse,2019,A conceptual replication of continuous integration pain points in the context of Travis CI.,conf/sigsoft/WidderHKV19,"David Gray Widder, Michael Hilton, Christian Kästner, Bogdan Vasilescu",,Main Research
798,sigsoft/fse,2019,Ethnographic research in software engineering: a critical review and checklist.,conf/sigsoft/ZhangHZHB19,"He Zhang, Xin Huang, Xin Zhou, Huang Huang, Muhammad Ali Babar",,Main Research
799,sigsoft/fse,2019,Achilles' heel of plug-and-Play software architectures: a grounded theory based approach.,conf/sigsoft/SantosSCGM19,"Joanna C. S. Santos, Adriana Sejfia, Taylor Corrello, Smruthi Gadenkanahalli, Mehdi Mirakhorli",,Main Research
800,sigsoft/fse,2019,Latent error prediction and fault localization for microservice applications by learning from system trace logs.,conf/sigsoft/Zhou0X0JLXH19,"Xiang Zhou, Xin Peng, Tao Xie, Jun Sun, Chao Ji, Dewei Liu, Qilin Xiang, Chuan He",,Main Research
801,sigsoft/fse,2019,The importance of accounting for real-world labelling when predicting software vulnerabilities.,conf/sigsoft/JimenezRPSTH19,"Matthieu Jimenez, Renaud Rwemalika, Mike Papadakis, Federica Sarro, Yves Le Traon, Mark Harman",,Main Research
802,sigsoft/fse,2019,Detecting concurrency memory corruption vulnerabilities.,conf/sigsoft/0001ZMYHSL19,"Yan Cai, Biyun Zhu, Ruijie Meng, Hao Yun, Liang He, Purui Su, Bin Liang",,Main Research
803,sigsoft/fse,2019,Locating vulnerabilities in binaries via memory layout recovering.,conf/sigsoft/WangXLLLQLL19,"Haijun Wang, Xiaofei Xie, Shang-Wei Lin, Yun Lin, Yuekang Li, Shengchao Qin, Yang Liu, Ting Liu",,Main Research
804,sigsoft/fse,2019,Storm: program reduction for testing and debugging probabilistic programming systems.,conf/sigsoft/0001ZHM19,"Saikat Dutta, Wenxian Zhang, Zixin Huang, Sasa Misailovic",,Main Research
805,sigsoft/fse,2019,NullAway: practical type-based null safety for Java.,conf/sigsoft/BanerjeeCS19,"Subarno Banerjee, Lazaro Clapp, Manu Sridharan",,Main Research
806,sigsoft/fse,2019,Automatically detecting missing cleanup for ungraceful exits.,conf/sigsoft/JiaLYLW19,"Zhouyang Jia, Shanshan Li, Tingting Yu, Xiangke Liao, Ji Wang",,Main Research
807,sigsoft/fse,2019,Finding and understanding bugs in software model checkers.,conf/sigsoft/ZhangSYZPS19,"Chengyu Zhang, Ting Su, Yichen Yan, Fuyuan Zhang, Geguang Pu, Zhendong Su",,Main Research
808,sigsoft/fse,2019,A segmented memory model for symbolic execution.,conf/sigsoft/KapusC19,"Timotej Kapus, Cristian Cadar",,Main Research
809,sigsoft/fse,2019,Releasing fast and slow: an exploratory case study at ING.,conf/sigsoft/KulaRHDG19,"Elvan Kula, Ayushi Rastogi, Hennie Huijgens, Arie van Deursen, Georgios Gousios",,Main Research
810,sigsoft/fse,2019,SAR: learning cross-language API mappings with little knowledge.,conf/sigsoft/BuiYJ19,"Nghi D. Q. Bui, Yijun Yu, Lingxiao Jiang",,Main Research
811,sigsoft/fse,2019,Robust log-based anomaly detection on unstable log data.,conf/sigsoft/ZhangXLQZDXYCLC19,"Xu Zhang, Yong Xu, Qingwei Lin, Bo Qiao, Hongyu Zhang, Yingnong Dang, Chunyu Xie, Xinsheng Yang, Qian Cheng, Ze Li, Junjie Chen, Xiaoting He, Randolph Yao, Jian-Guang Lou, Murali Chintalapati, Furao Shen, Dongmei Zhang",,Main Research
812,sigsoft/fse,2019,Pinpointing performance inefficiencies in Java.,conf/sigsoft/SuWC019,"Pengfei Su, Qingsen Wang, Milind Chabbi, Xu Liu",,Main Research
813,sigsoft/fse,2019,Understanding flaky tests: the developer's perspective.,conf/sigsoft/EckPCB19,"Moritz Eck, Fabio Palomba, Marco Castelluccio, Alberto Bacchelli",,Main Research
814,sigsoft/fse,2019,SEntiMoji: an emoji-powered learning approach for sentiment analysis in software engineering.,conf/sigsoft/ChenCLML19,"Zhenpeng Chen, Yanbin Cao, Xuan Lu, Qiaozhu Mei, Xuanzhe Liu",,Main Research
815,sigsoft/fse,2019,FinExpert: domain-specific test generation for FinTech systems.,conf/sigsoft/JinWXPDQ0X19,"Tiancheng Jin, Qingshun Wang, Lihua Xu, Chunmei Pan, Liang Dou, Haifeng Qian, Liang He, Tao Xie",,Industry Papers
816,sigsoft/fse,2019,Design diagrams as ontological source.,conf/sigsoft/LohiaKSM19,"Pranay Lohia, Kalapriya Kannan, Biplav Srivastava, Sameep Mehta",,Industry Papers
817,sigsoft/fse,2019,Predicting pull request completion time: a case study on large scale cloud services.,conf/sigsoft/MaddilaBN19,"Chandra Shekhar Maddila, Chetan Bansal, Nachiappan Nagappan",,Industry Papers
818,sigsoft/fse,2019,TERMINATOR: better automated UI test case prioritization.,conf/sigsoft/YuFMRPC19,"Zhe Yu, Fahmid M. Fahid, Tim Menzies, Gregg Rothermel, Kyle Patrick, Snehit Cherian",,Industry Papers
819,sigsoft/fse,2019,Risks and assets: a qualitative study of a software ecosystem in the mining industry.,conf/sigsoft/0001F19,"Thomas Olsson, Ulrik Franke",,Industry Papers
820,sigsoft/fse,2019,Using microservices for non-intrusive customization of multi-tenant SaaS.,conf/sigsoft/NguyenSCMBL19,"Phu H. Nguyen, Hui Song, Franck Chauvel, Roy Müller, Seref Boyar, Erik Levin",,Industry Papers
821,sigsoft/fse,2019,Predicting breakdowns in cloud services (with SPIKE).,conf/sigsoft/ChenCCHCM19,"Jianfeng Chen, Joymallya Chakraborty, Philip Clark, Kevin Haverlock, Snehit Cherian, Tim Menzies",,Industry Papers
822,sigsoft/fse,2019,DeepDelta: learning to repair compilation errors.,conf/sigsoft/0001RJGA19,"Ali Mesbah, Andrew Rice, Emily Johnston, Nick Glorioso, Edward Aftandilian",,Industry Papers
823,sigsoft/fse,2019,WhoDo: automating reviewer suggestions at scale.,conf/sigsoft/AsthanaKBBBMMA19,"Sumit Asthana, Rahul Kumar, Ranjita Bhagwan, Christian Bird, Chetan Bansal, Chandra Shekhar Maddila, Sonu Mehta, B. Ashok",,Industry Papers
824,sigsoft/fse,2019,An IR-based approach towards automated integration of geo-spatial datasets in map-based software systems.,conf/sigsoft/MiryeganehAH19,"Nima Miryeganeh, Mehdi Amoui, Hadi Hemmati",,Industry Papers
825,sigsoft/fse,2019,Code coverage at Google.,conf/sigsoft/IvankovicPJF19,"Marko Ivankovic, Goran Petrovic, René Just, Gordon Fraser",,Industry Papers
826,sigsoft/fse,2019,When deep learning met code search.,conf/sigsoft/CambroneroLKS019,"José Cambronero, Hongyu Li, Seohyun Kim, Koushik Sen, Satish Chandra",,Industry Papers
827,sigsoft/fse,2019,FUDGE: fuzz driver generation at scale.,conf/sigsoft/BabicBCIKKLSW19,"Domagoj Babic, Stefan Bucur, Yaohui Chen, Franjo Ivancic, Tim King, Markus Kusano, Caroline Lemieux, László Szekeres, Wei Wang",,Industry Papers
828,sigsoft/fse,2019,Industry practice of coverage-guided enterprise Linux kernel fuzzing.,conf/sigsoft/ShiWFWSJSJS19,"Heyuan Shi, Runzhe Wang, Ying Fu, Mingzhe Wang, Xiaohai Shi, Xun Jiao, Houbing Song, Yu Jiang, Jiaguang Sun",,Industry Papers
829,sigsoft/fse,2019,Architectural decision forces at work: experiences in an industrial consultancy setting.,conf/sigsoft/RueckertBKSMF19,"Julius Rueckert, Andreas Burger, Heiko Koziolek, Thanikesavan Sivanthi, Alexandru Moga, Carsten Franke",,Industry Papers
830,sigsoft/fse,2019,The role of limitations and SLAs in the API industry.,conf/sigsoft/Gamez-Diaz0RMKB19,"Antonio Gamez-Diaz, Pablo Fernandez, Antonio Ruiz-Cortés, Pedro J. Molina, Nikhil Kolekar, Prithpal Bhogill, Madhurranjan Mohaan, Francisco Méndez",,Industry Papers
831,sigsoft/fse,2019,Evaluating model testing and model checking for finding requirements violations in Simulink models.,conf/sigsoft/NejatiGMBFW19,"Shiva Nejati, Khouloud Gaaloul, Claudio Menghi, Lionel C. Briand, Stephen Foster, David Wolfe",,Industry Papers
832,sigsoft/fse,2019,Model checking a C++ software framework: a case study.,conf/sigsoft/LangP19,"John Lång, I. S. W. B. Prasetya",,Industry Papers
833,sigsoft/fse,2019,Evolving with patterns: a 31-month startup experience report.,conf/sigsoft/Morales-Trujillo19,"Miguel Ehécatl Morales-Trujillo, Gabriel Alberto García-Mireles",,Industry Papers
834,sigsoft/fse,2019,Bridging the gap between ML solutions and their business requirements using feature interactions.,conf/sigsoft/BarashFJRTZ19,"Guy Barash, Eitan Farchi, Ilan Jayaraman, Orna Raz, Rachel Tzoref-Brill, Marcel Zalmanovici",,Industry Papers
835,sigsoft/fse,2019,Design thinking in practice: understanding manifestations of design thinking in software engineering.,conf/sigsoft/DobrigkeitP19,"Franziska Dobrigkeit, Danielly de Paula",,Industry Papers
836,sigsoft/fse,2019,MOTSD: a multi-objective test selection tool using test suite diagnosability.,conf/sigsoft/CorreiaASN19,"Daniel Correia, Rui Abreu, Pedro Santos, João Nadkarni",,Demonstrations
837,sigsoft/fse,2019,BIKER: a tool for Bi-information source based API method recommendation.,conf/sigsoft/CaiWH0X019,"Liang Cai, Haoye Wang, Qiao Huang, Xin Xia, Zhenchang Xing, David Lo",,Demonstrations
838,sigsoft/fse,2019,Mart: a mutant generation tool for LLVM.,conf/sigsoft/ChekamPT19,"Thierry Titcheu Chekam, Mike Papadakis, Yves Le Traon",,Demonstrations
